collection_id,title_en,title_es,title_pt,indigenous_title,languages_documented,language_codes,countries,collectors,collection_url,islandora_pid
1881,Hup Collection of Renato Athias,Colección Hup de Renato Athias,Coleção Hup de Renato Athias,,Hup,jup,Brazil,Renato Athias,https://ailla.utexas.org/collections/1881,ailla:275387
1301,Indigenous Languages of Costa Rica Collection of Laura Cervantes,Colección de las Lenguas Indígenas de Costa Rica de Laura Cervantes,Colección de las Lenguas Indígenas de Costa Rica de Laura Cervantes,,Cabécar; Bribri,cjp; bzd,Costa Rica,Laura Cervantes,https://ailla.utexas.org/collections/1301,ailla:124390
405,Indigenous Multilingualism in Lowland South America,Plurilingüismo Indígena en las Tierras Bajas de Sudamérica,Multilinguismo indígena na América do Sul da planície,,Bará; Piratapuyo; Tucano; Cubeo; Baniwa; Hup; Wanano; Yuhup; Kadiwéu; Carapana; Tanimuca-Retuarã; Guató; Makuráp; Borôro; Guana; Terêna; Arikapú; Aikanã; Makuna; Tatuyo; Barasana-Eduria; Tuyuca,bao; pir; tuo; cub; bwi; jup; gvc; yab; kbc; cbc; tnc; gta; mpu; bor; gqn; ter; ark; tba; myy; tav; bsn; tue,United States of America,Patience Epps; Susan Smythe Kung,https://ailla.utexas.org/collections/405,ailla:284486
1344,Iquito Language Documentation Project Collection,Colección del Proyecto de Documentación de la Lengua Iquito,Coleção do Projeto de Documentação da Língua iquito,,Iquito,iqu,Peru,,https://ailla.utexas.org/collections/1344,ailla:124373
1561,"Iskonawa Language Collection of José Antonio Mazzotti, Roberto Zariquiey, Rodolfo Cerrón Palomino and Carolina Rodríguez Alzza","Colección del Idioma Iskonawa de José Antonio Mazzotti, Roberto Zariquiey, Rodolfo Cerrón Palomino y Carolina Rodríguez Alzza","Coleção de idiomas de Iskonawa de José Antonio Mazzotti, Roberto Zariquiy, Rodolfo Cerrón Palomino e Carolina Rodríguez Alzza",,Iskonawa,isc,Peru,Roberto Zariquiey; Rodolfo Cerrón-Palomino; José Antonio Mazzotti; Carolina Rodríguez Alzza,https://ailla.utexas.org/collections/1561,ailla:256718
1363,Islander Creole Corpus,Corpus del Criollo Isleño,Corpus de Crioulo de San Andrés,,Islander English Creole,icr,Colombia,Falcon Restrepo Ramos,https://ailla.utexas.org/collections/1363,ailla:277993
1357,Isthmus Zapotec Collection of Gabriela Pérez Báez,Colección del Zapoteco del Istmo de Gabriela Pérez Báez,Coleção da Zapoteca do Istmo de Gabriela Pérez Báez,,"Zapotec, Isthmus",zai,Mexico,Gabriela Pérez Báez,https://ailla.utexas.org/collections/1357,ailla:124428
1303,Isthmus Zapotec Collection of Randi Moore,Colección del Zapoteco del Istmo de Randi Moore,Coleção do Zapoteco do Istmo de Randi Moore,,"Zapotec, Isthmus",zai,Mexico,Randi Moore,https://ailla.utexas.org/collections/1303,ailla:257693
1742,Itunyoso Triqui Collection of Christian DiCanio,Colección del Triqui de Itunyoso de Christian DiCanio,Coleção do Triqui de Itunyoso de Christian DiCanio,,"Triqui, Itunyoso",trq,Mexico,Christian DiCanio,https://ailla.utexas.org/collections/1742,ailla:243683
861,Ixil Collection of Danny Law,Colección Ixil de Danny Law,Coleção Ixil de Danny Law,,Ixil,ixl,Guatemala,Danny Law,https://ailla.utexas.org/collections/861,ailla:244864
1322,Ixil Maya Conversation / Narrative Collection,Colección de Conversación / Narrativa  en Ixil Maya,Coleção Conversação/Narrativa em Maia Ixil,,Ixil,ixl,Guatemala,Jule Gómez de García; María Luz García; Michael Hughes,https://ailla.utexas.org/collections/1322,ailla:124487
882,Jacaltec Collection of Colette Grinevald,Colección de Jacalteco de Colette Grinevald,Coleção de Jacalteco de Colette Grinevald,,Popti',jac,Guatemala,Colette Grinevald,https://ailla.utexas.org/collections/882,ailla:124398
567,"Jakalteka/Popti' Linguistic Community Collection, ALMG","Colección Comunidad Lingüística Jakalteka/Popti', ALMG","Coleção Jakalteka/Popti' comunitária lingüística, ALMG",,Popti',jac,Guatemala,,https://ailla.utexas.org/collections/567,ailla:281343
537,Jarawara Collection of Alan Vogel,Colección del Jarawara de Alan Vogel,Coleção Jarawara de Alan Vogel,,Jarawara,jap,Brazil,Alan Vogel,https://ailla.utexas.org/collections/537,ailla:124441
964,Jivaroan Languages Collection of Maurizio Gnerre,Colección de Lenguas Jivaroanas de Maurizio Gnerre,Coleção de idiomas Jivaroan de Maurizio Gnerre,,Shuar; Aguaruna; Achuar,jiv; agr; acu,Brazil; Peru,Maurizio Gnerre,https://ailla.utexas.org/collections/964,ailla:124392
513,K'iche' Food,Comida K'iche',Comida K'iche,,K'ichee',quc,Guatemala,Miguel Cuj,https://ailla.utexas.org/collections/513,ailla:276316
534,K'ichee' Collection of Leah Velleman,Colección K'ichee' de Leah Velleman,Coleção K'ichee de Leah Velleman,,K'ichee',quc,Guatemala,Leah Velleman,https://ailla.utexas.org/collections/534,ailla:124426
1304,Kalapalo Collection of Ellen Basso,Colección del Kalapalo de Ellen Basso,Coleção Kalapalo de Ellen Basso,,Kalapalo,kui,Brazil,Ellen Basso,https://ailla.utexas.org/collections/1304,ailla:124374
512,Karajá Collection of Eduardo Rivail Ribeiro,Colección Karajá de Eduardo Rivail Ribeiro,Coleção Karajá de Eduardo Rivail Ribeiro,,Karajá,kpj,Brazil,Eduardo Rivail Ribeiro,https://ailla.utexas.org/collections/512,ailla:124433
528,Kuikuro Collection of Bruna Franchetto,Colección Kuikuro de Bruna Franchetto,Coleção Kuikuro de Bruna Franchetto,,Kuikuro,kui,Brazil,Bruna Franchetto,https://ailla.utexas.org/collections/528,ailla:124391
1264,Kuna Collection of James Howe,Colección Kuna de James Howe,Coleção Kuna de James Howe,,"Kuna, San Blas",cuk,Panama,James Howe,https://ailla.utexas.org/collections/1264,ailla:124406
1221,Kuna Collection of Joel Sherzer,Colección Kuna de Joel Sherzer,Coleção Kuna de Joel Sherzer,,"Kuna, San Blas",cuk,Panama,Joel Sherzer,https://ailla.utexas.org/collections/1221,ailla:124436
514,Kuna Collection of Kayla Price,Colección Kuna de Kayla Price,Coleção Kuna de Kayla Price,,"Kuna, San Blas",cuk,Panama,Kayla Price,https://ailla.utexas.org/collections/514,ailla:124431
535,Kuna Collection of Lindsey Newbold,Colección Kuna de Lindsey Newbold,Coleção Kuna de Lindsey Newbold,,"Kuna, San Blas",cuk,Panama,Lindsey Newbold,https://ailla.utexas.org/collections/535,ailla:124427
524,Kuna Collection of Mac Chapin,Colección Kuna de Mac Chapin,Coleção Kuna de Mac Chapin,,"Kuna, San Blas",cuk,Panama,Mac Chapin,https://ailla.utexas.org/collections/524,ailla:124380
526,Kuna Collection of Marta Lucía de Gerdes,Colección Kuna de Marta Lucía de Gerdes,Coleção Kuna de Marta Lucía de Gerdes,,"Kuna, San Blas",cuk,Panama,Marta Lucía de Gerdes,https://ailla.utexas.org/collections/526,ailla:124385
603,Kuna Photograph Collection of Joel Sherzer,Colección Fotográfica Kuna del Joel Sherzer,Coleção de fotografias de Kuna de Joel Sherzer,,"Kuna, San Blas",cuk,Panama,Joel Sherzer,https://ailla.utexas.org/collections/603,ailla:246078
685,Kuna Yala Institute for Research and Development Collection,Colección del Instituto de Investigación y Desarrollo de Kuna Yala,Instituto Kuna Yala para Coleção de Pesquisa e Desenvolvimento,,"Kuna, San Blas",cuk,Panama,,https://ailla.utexas.org/collections/685,ailla:124451
682,Language Data Curation Tutorials,Tutoriales para la Curación de Datos de Lenguas,Tutoriais de curadoria de dados de idiomas,,Multiple,mul,United States of America,,https://ailla.utexas.org/collections/682,ailla:257379
1663,Latin American Languages Collection of Terrence Kaufman,Colección de las Lenguas de Latinoamérica de Terrence Kaufman,Colección de las Lenguas de Latinoamérica de Terrence Kaufman,,"Zapotec, San Baltázar Loxicha; Mazateco, Chiquihuitlán; Mixe, Tlahuitoltepec; Huave, San Mateo del Mar; Otomí, San Andrés Cuexcontitlán; Xinka; Otomí, Eastern Highland; Mazahua, Central; Ch'ol; Lenca; Pipil; Otomí; Huave, San Dionisio del Mar; Nahuatl; Uto-Aztecan; Tlahuica; Totonacan; Amuzgo; Mixe, Totontepec; Popoloca, San Felipe Otlaltepec; Ixcatec; Matlatzinca; Huasteco; Chatino, Eastern, Santiago Yaitepec; Tzotzil; Tzeltal; Chorotega; Subtiaba; Arawakan; Mixe-Zoque; Mixe; Zoque; Mayan; Chocholtec; Zapotec; Zapotecan; Chatino, Tataltepec de Valdés; Chatino, Zenzontepec; Mixtec; Otomanguean; Chibchan; Otomí, Ixtenco; Multiple; Zapotec, Coatec; Zapotec, Atepec; Zapotec, Sierra Juárez; Zapotec, Isthmus; Blackfoot; Mixtecan; Oto-Pamean; Hokan; Zapotec, Miahuatlán/Cuixtla; Zapotec, Choapan; Popoluca, Sayula; Chichimeco-Jonaz; Chiapanec; Tlapanec; Popolocan; Pame, Northern; Pame, Central; Pame, Southern; Otomí, Mezquital; Chinantec, Chiltepec; Chinantec, Lalana; Chinantec, Palantla; Chinantec, Ojitlán; Chinantec, Quiotepec; Yuman-Cochimí; Comanche; Chinantec, Usila; Mangue; Zapotec, Mitla; Zapotec, Rincón; Zapotec, Lachiguirí; Zapotec, Yatzachi; Zapotec, Western Ejutla; Hopi; Algonquian; Matagalpa; Dení; Suruí; Pomoan",zpx; maq; mxp; huv; ots; xin; otm; maz; ctu; len; ppl; oto; hve; nah; azc; ocu; cai; omq; mto; pow; ixc; mat; hus; ctp; tzo; tzh; cjr; sut; awd; cai; cai; cai; myn; coz; zap; omq; cta; czn; omq; omq; cba; otz; mul; zps; zaa; zaa; zai; bla; omq; omq; hok; zam; zpc; pos; pei; cip; pmq; omq; pmq; pbs; pmz; ote; csa; cnl; cpa; chj; chq; nai; com; cuc; mom; zaw; zar; zpa; zav; zaf; hop; alg; mtn; dny; sru; nai,United States of America; Mexico; Brazil; Guatemala; El Salvador,Terrence Kaufman,https://ailla.utexas.org/collections/1663,ailla:124495
924,"Máku, Sapé and Arutani Collection of Raoul Zamponi","Colección de Máku, Sapé y Arutani de Raoul Zamponi","Coleção Máku, Sapé e Arutani de Raoul Zamponi",,Máku; Arutani; Sapé,xak; atx; spc,Venezuela; Brazil,Ernest Migliazza; Aryon Dall'Inga Rodrigues; Walter Coppens,https://ailla.utexas.org/collections/924,ailla:284853
542,Mapuche Collection of Magnus Course,Colección Mapuche de Magnus Course,Coleção Mapuche de Magnus Course,,Mapudungun,arn,Chile,Magnus Course,https://ailla.utexas.org/collections/542,ailla:124471
609,Marine Conservation without Borders,Conservación Marina sin Fronteras,Conservação marinha sem fronteiras,,"Q'eqchi'; Mískito; English; Spanish; Maya, Yucatec; Wayuu; Belize Kriol",kek; miq; eng; spa; yua; guc; bzj,United States of America; Mexico; Colombia; Honduras; Belize,Robert Thigpen,https://ailla.utexas.org/collections/609,ailla:257362
547,Matsigenka Texts,Cuentos Matsigenkas,Textos de Matsigenka,Kenkitsarintsi Matsigenka,Matsigenka,mcb,Peru,Christine Beier; Lev Michael,https://ailla.utexas.org/collections/547,ailla:124498
943,Mayan Cultural Patrimony Preservation Project Collection,Colección del Proyecto Conservación del Patrimonio Cultural Maya,Coleção de projetos de preservação de patrimônio cultural maia,,K'ichee'; Tz'utujil; Kaqchikel,quc; tzj; cak,Guatemala,Antonio Matzar González; Juan Matzar González,https://ailla.utexas.org/collections/943,ailla:124453
553,Mayan Languages Collection of Jaime Pérez González,Coleccion de Lenguas Mayas de Jaime Pérez González,Coleção de idiomas maias de Jaime Pérez González,,Tzeltal; Mocho,tzh; mhc,Mexico,Jaime Pérez González,https://ailla.utexas.org/collections/553,ailla:246308
822,Mayan Languages Collection of John Fought,Colección de Lenguas Mayas de John Fought,Coleção de Línguas Maias de John Fought,,"Ch'ol; Chorti; Chontal, Tabasco",ctu; caa; chf,Mexico; Guatemala,John Fought,https://ailla.utexas.org/collections/822,ailla:124489
529,Mayan Languages Collection of Larry Grimes,Colección de Lenguas Mayas de Larry Grimes,Coleção de idiomas maia de Larry Grimes,,K'ichee'; Tz'utujil; Kaqchikel,quc; tzj; cak,Guatemala,Larry Grimes,https://ailla.utexas.org/collections/529,ailla:124395
1006,Mayan Languages Collection of Laura Martin,Colección de Lenguas Mayas de Laura Martin,Coleção de idiomas maia de Laura Martin,,Tektiteko; Q'anjob'al; Mocho,ttc; kjb; mhc,Mexico; Guatemala,Laura Martin,https://ailla.utexas.org/collections/1006,ailla:124421
1064,Mayan Languages Collection of Nicholas Hopkins,Colección de Lenguas Mayas de Nicholas Hopkins,Coleção de idiomas maias de Nicholas Hopkins,,Ch'ol; Chuj; Unspecified language,ctu; cac; und,Mexico,Nicholas Hopkins,https://ailla.utexas.org/collections/1064,ailla:124472
411,Mayan Languages Collection of Nora England,Colección de Lenguas Mayas de Nora England,Coleção de idiomas maias de Nora England,,Tektiteko; Mam,ttc; mam,Guatemala,Nora England,https://ailla.utexas.org/collections/411,ailla:124483
783,Mayan Languages Collection of Terrence Kaufman,Colección de Idiomas Mayenses de Terrence Kaufman,Coleção de Idiomas Maias de Terrence Kaufman,,"K'ichee'; Ch'ol; Lacandon; Chipaya; Huasteco; Chuj; Tzotzil; Tzeltal; Chicomuceltec; Awakateko; Tektiteko; Achi; Poqomam; Sakapulteko; Uspanteko; Itza'; Mopán; Mayan; Q'eqchi'; Tz'utujil; Chorti; Q'anjob'al; Kaqchikel; Popti'; Mam; Poqomchi'; Mocho; Ixil; Chontal, Tabasco; Tojolab'al; Maya, Yucatec; Ch'olti'; Oto-Pamean",quc; ctu; lac; cap; hus; cac; tzo; tzh; cob; agu; ttc; acr; poc; quv; usp; itz; mop; myn; kek; tzj; caa; kjb; cak; jac; mam; poh; mhc; ixl; chf; toj; yua; mis; omq,Mexico; Guatemala,Terrence Kaufman,https://ailla.utexas.org/collections/783,ailla:243664
985,Mayan Languages Collection of Victoria Bricker,Colección de Lenguas Mayas de Victoria Bricker,Coleção de idiomas maias de Victoria Bricker,,"Ch'ol; Tzotzil; Maya, Yucatec",ctu; tzo; yua,Mexico,Victoria Bricker,https://ailla.utexas.org/collections/985,ailla:124468
1351,Mbyá Guaraní Collection of Robert Dooley,Colección Mbyá Guaraní de Robert Dooley,Coleção Mbyá Guaraní de Robert Dooley,,"Guaraní, Mbyá",gun,Brazil,Robert A. Dooley,https://ailla.utexas.org/collections/1351,ailla:124442
1923,Media Lengua Collection of Jesse Stewart,La Colección de la Media Lengua por Jesse Stewart,A Coleção de Media Lengua de Jesse Stewart,Jesse Stewartpac chaupishimi coleccionca,Media Lengua,mue,Ecuador,Jesse Stewart; Gabriela Prado Ayala,https://ailla.utexas.org/collections/1923,
1352,MesoAmerican Language Collection of George Aaron Broadwell,Colección de Lenguas MesoAmericanas de George Aaron Broadwell,Coleção de Idiomas Mesoamericanos de George Aaron Broadwell,,"Zapotec, Tlacolula de Matamoros; Triqui, Copala; K'ichee'; Zapotec, San Dionisio Ocotepec; Zapotec, Macuiltianguis; Zapotec, Santa Ana del Valle; English; Spanish; Kaqchikel; Multiple",zab; trc; quc; ztu; zaa; zab; eng; spa; cak; mul,Mexico; Guatemala,George Aaron Broadwell,https://ailla.utexas.org/collections/1352,ailla:124473
801,MesoAmerican Languages Collection of Kathryn Josserand,Colección de Lenguas de MesoAmérica de Kathryn Josserand,Coleção de idiomas mesoamericanos de Kathryn Josserand,,"Otomí, Eastern Highland; Mazahua, Central; Mixtec",otm; maz; omq,Mexico,Kathryn Josserand,https://ailla.utexas.org/collections/801,ailla:124466
1265,MesoAmerican Languages Collection of Lyle Campbell,Colección de Lenguas MesoAmericanas de Lyle Campbell,Coleção de Línguas MesoAmericanos de Lyle Campbell,,Xinka; Lenca; Pipil; Mocho; Cacaopera,xin; len; ppl; mhc; ccr,Mexico; Guatemala; Honduras; El Salvador,Lyle Campbell,https://ailla.utexas.org/collections/1265,ailla:124470
1302,MesoAmerican Languages Collection of Roberto Zavala Maldonado,Colección de las Lenguas de MesoAmérica de Roberto Zavala Maldonado,Coleção das Línguas da Mesoamérica de Roberto Zavala Maldonado,,"Akateko; Zoque, Ayapaneco; Nahuatl, Tabasco; Popoluca, Oluta; Xinka; Zoque, Tecpatán; Ch'ol; Cora, Santa Teresa; Lacandon; Zoque, Copoya; Zoque, Copainalá; Zoque, Tapalapa; Zoque, Rayón; Huasteco; Popti'; Zoque, Francisco León",knj; zoq; nhc; plo; xin; zoc; ctu; cok; lac; zoc; zoc; zor; zor; hus; jac; zos,Mexico; Guatemala,Roberto Zavala Maldonado,https://ailla.utexas.org/collections/1302,ailla:124461
1358,Mesospace Collection of Juergen Bohnemeyer,Colección Mesospace de Juergen Bohnemeyer,Coleção MesoSpace de Juergen Bohnemeyer,,"Maya, Yucatec",yua,Mexico,Juergen Bohnemeyer,https://ailla.utexas.org/collections/1358,ailla:124490
702,Mexican Languages Collection of Yolanda Lastra,Colección de Lenguas Mexicanas de Yolanda Lastra,Coleção de idiomas mexicanos de Yolanda Lastra,,"Quechua, South Bolivian; Otomí; Nahuatl; Nahuatl, Morelos; Nahuatl, Central Huasteca; Nahuatl, Northern Puebla; Nahuatl, Central Puebla; Nahuatl, Southeastern Puebla; Nahuatl, Huaxcaleca; Otomí, Ixtenco; Nahuatl, Central",quh; oto; nah; nhm; nch; ncj; ncx; nhs; nhq; otz; nhn,Mexico; Bolivia,Yolanda Lastra,https://ailla.utexas.org/collections/702,ailla:124414
2003,Mexican Sign Language (LSM) Collection of Caitlin Coons,Colección de la Lengua de Señas Mexicana (LSM) de Caitlin Coons,Coleção de Língua de Sinais Mexicana (LSM) de Caitlin Coons,ARCHIVO LSM DE Caitlin Coons,Mexican Sign Language,mfs,United States of America; Mexico,Caitlin Coons; Erik Arellano,https://ailla.utexas.org/collections/2003,
929,Misantla Totonac Collection of MacKay and Trechsel,Colección Totonaco de Misantla de MacKay y Trechsel,Coleção do Totonac de Misantla de Mackay e Trechsel,,"Totonac, Misantla",tlc,Mexico,Carolyn J. MacKay; Frank R. Trechsel,https://ailla.utexas.org/collections/929,ailla:254571
543,Miskitu Language Collection of Tulio Bermúdez and Wanda Luz Waldan Peter,Colección de la Lengua Miskitu de Tulio Bermúdez y Wanda Luz Waldan Peter,Coleção de idiomas Miskitu de Tulio Bermúdez e Wanda Luz Waldan Peter,Miskitu bila wahbi sakanka nani,Mískito,miq,Nicaragua,Wanda Luz Waldan Peter; Tulio Bermúdez Mejía,https://ailla.utexas.org/collections/543,ailla:124479
1353,Mocoví Collection of Veronica Grondona,Colección Mocoví de Veronica Grondona,Coleção Mocoví de Veronica Grondona,,Mocoví,moc,Argentina,Veronica Grondona,https://ailla.utexas.org/collections/1353,ailla:124399
556,Mopan Maya Collection of Yuki Tanaka-McFarlane,Colección del Maya Mopán de Yuki Tanaka-McFarlane,Coleção maia Mopan de Yuki Tanaka-McFarlane,,Mopán,mop,Belize,Yuki Tanaka-McFarlane,https://ailla.utexas.org/collections/556,ailla:254565
1481,Nadëb Collection,Colección Nadëb,Coleção Nadëb,Nadëb,Nadëb,mbj,United States of America; Brazil,Nian Pissolati; Karolin Obert; Patience Epps,https://ailla.utexas.org/collections/1481,ailla:257602
569,Nahuat Stories from Huitzilan de Serdán,Historias en Náhuat de Huitzilan de Serdán,Histórias de Nahuat de Huitzilan de Serdán,,"Nahuatl, Highland Puebla",azz,Mexico,James M. Taggart,https://ailla.utexas.org/collections/569,ailla:284896
468,Nahuatl Collection of Alan and Pamela Sandstrom,La Colección de Nahuatl de Alan y Pamela Sandstrom,Coleção Nahuatl de Alan e Pamela Sandstrom,,Nahuatl,nah,Mexico,Pamela Effrein Sandstrom; Alan R. Sandstrom,https://ailla.utexas.org/collections/468,ailla:124452
1005,Nahuatl Collection of Jane Hill and Kenneth Hill,Colección Nahuatl de Jane Hill y Kenneth Hill,Coleção Nahuatl de Jane Hill e Kenneth Hill,,"Nahuatl, Michoacán; Nahuatl, Central",ncl; nhn,Mexico,Kenneth Hill; Jane Hill,https://ailla.utexas.org/collections/1005,ailla:124405
1602,Nahuatl Collection of Karen Dakin,Colección Nahuatl de Karen Dakin,Coleção Nahuatl de Karen Dakin,,"Pipil; Nahuatl, Morelos",ppl; nhm,Mexico; El Salvador,Karen Dakin,https://ailla.utexas.org/collections/1602,ailla:124477
412,"Nahuatl Documentary ""Silvestre Pantaleón""","""Documental en Náhuatl Silvestre Pantaleón""","Documentário de Nahuatl ""Silvestre Pantaleón""",,"Nahuatl, Guerrero",ngu,Mexico,Jonathan Amith,https://ailla.utexas.org/collections/412,ailla:124500
571,Nanti Collection of Christine Beier and Lev Michael,Colección del Nanti de Christine Beier y Lev Michael,Coleção Nanti de Christine Beier e Lev Michael,,Nanti,cox,Peru,Christine Beier; Lev Michael,https://ailla.utexas.org/collections/571,ailla:124377
1359,Napo Quichua Collection of Michael Uzendoski,Colección del Quichua de Napo de Michael Uzendoski,Coleção da Quichua de Napo de Michael Uzendoski,,"Quichua, Tena Lowland; Quechua, Pastaza; Napo Quichua",quw; qvz; qvo,Ecuador,Michael Uzendoski,https://ailla.utexas.org/collections/1359,ailla:124440
539,Ngabe Collection of Phil Young,Colección Ngabe de Phil Young,Coleção Ngabe de Phil Young,,Ngäbere,gym,Panama,Phil Young,https://ailla.utexas.org/collections/539,ailla:124446
604,Ngäbere Collection of Harriet Manelis Klein,Colección del Ngäbere de Harriet Manelis Klein,Coleção Ngäbere de Harriet Manelis Klein,,Ngäbere,gym,Panama,Harriet E. Manelis Klein,https://ailla.utexas.org/collections/604,ailla:285619
441,"Niels Fock & Eva Krener Collection from a Cañari Village, Juncal, Cañar, Ecuador","Colección de Niels Fock & Eva Krener de una comuna Cañari, Juncal, Cañar, Ecuador","Coleção de Niels Fock & Eva Krener de uma vila de Cañari, Juncal, Cañar, Equador",,"Kichwa, Cañar Highland",qxr,Ecuador,Eva Krener; Niels Fock,https://ailla.utexas.org/collections/441,ailla:258879
864,Nivaĉle Collection of Alejandra Vidal,Colección de Archivos Nivaĉle de Alejandra Vidal,Coleção Nivaĉle de Alejandra Vidal,,Nivaclé,cag,Argentina; Paraguay,Doris Payne; Alejandra Vidal,https://ailla.utexas.org/collections/864,ailla:268175
404,Northern Uto-Aztecan Collection of Megan Crowhurst,Colección Uto-Azteca Norteña de Megan Crowhurst,Coleção do Uto-Aztecano do Norte de Megan Crowhurst,,Tübatulabal,tub,United States of America,Megan Crowhurst,https://ailla.utexas.org/collections/404,ailla:124511
1007,Northern Zapotec Collection of Erin Donnelly,Colección Zapoteco del Norte de Erin Donnelly,Coleção do Zapoteco do Norte de Erin Donnelly,,"Zapotec, Choapan",zpc,Mexico,Erin Donnelly,https://ailla.utexas.org/collections/1007,ailla:124501
515,O'odham Collection of Ofelia Zepeda,Colección O'odham de Ofelia Zepeda,Coleção O'odham de Ofelia Zepeda,,Tohono O'odham,ood,United States of America,Ofelia Zepeda,https://ailla.utexas.org/collections/515,ailla:124447
555,Olfactory Lexicon Research on Huehuetla Tepehua,Investigación del Léxico Olfactivo en el Tepehua de Huehuetla,Pesquisa de léxico olfativo no Tepehua de Huehuetla,,"Totonacan; Tepehua, Huehuetla",cai; tee,United States of America; Mexico; United Kingdom; Netherlands,Asifa Majid; Carolyn Kristen O'Meara; Susan Smythe Kung,https://ailla.utexas.org/collections/555,ailla:251400
1721,Oro Win Dictionary Collection of Joshua Birchall,Colección del Diccionario de Oro Win de Joshua Birchall,Coleção do Dicionário Oro Win de Joshua Birchall,,Oro Win,orw,Brazil,Joshua Birchall,https://ailla.utexas.org/collections/1721,ailla:285356
1356,"Our Land, Our Life, Then and Now","Antes y Ahora: Nuestra Tierra, Nuestra Vida","Nossa terra, nossa vida, então e agora","Ñawpaqpas Kunanpas Allpanchis, Kawsayninchis","Quechua, South Bolivian",quh,Bolivia,Margarita Huayhua,https://ailla.utexas.org/collections/1356,ailla:124514
987,Oxlajuuj Keej Maya' Ajtz'iib' (OKMA) Mayan Languages Collection,Colección de Lenguas Mayas de Oxlajuuj Keej Maya' Ajtz'iib' (OKMA),Coleção de idiomas maia de Oxlajuuj Keej Maya 'Ajtz'iib'  (OKMA),,Akateko; K'ichee'; Chuj; Awakateko; Tektiteko; Achi; Poqomam; Sakapulteko; Sipakapense; Uspanteko; Itza'; Q'eqchi'; Tz'utujil; Chorti; Q'anjob'al; Kaqchikel; Popti'; Mam; Poqomchi'; Ixil,knj; quc; cac; agu; ttc; acr; poc; quv; qum; usp; itz; kek; tzj; caa; kjb; cak; jac; mam; poh; ixl,Guatemala,,https://ailla.utexas.org/collections/987,ailla:124456
413,Pilagá Collection of Alejandra Vidal,Colección de Archivos Pilagá de Alejandra Vidal,Coleção Pilagá de Alejandra Vidal,,Pilagá,plg,Argentina,Alejandra Vidal,https://ailla.utexas.org/collections/413,ailla:268137
1354,Pima Language Collection of Brook Lillehaugen,Colección de la Lengua Pima de Brook Lillehaugen,Coleção do idioma Pima de Brook Lillehaugen,,Akimel O'odham,ood,United States of America; Mexico,Brook Danielle Lillehaugen,https://ailla.utexas.org/collections/1354,ailla:124467
557,Pisaflores Tepehua Collection of MacKay and Trechsel,Colección Tepehua de Pisaflores de MacKay y Trechsel,Coleção do Tepehua de Pisaflores de Mackay e Trechsel,,"Tepehua, Pisaflores",tpp,Mexico,Carolyn J. MacKay; Frank R. Trechsel,https://ailla.utexas.org/collections/557,ailla:254570
568,Postectli Pilgrimage 1998 Documentation Project,Peregrinación Postectli 1998 Proyecto de Documentación,Projeto de documentação Postectli Pilgrimage 1998,,Otomí; Nahuatl; Spanish,oto; nah; spa,Mexico,Pamela Effrein Sandstrom; Alan R. Sandstrom,https://ailla.utexas.org/collections/568,ailla:284714
565,Public Health Materials,Materiales de Salud Pública,Materiais de Saúde Pública,,Mískito,miq,Nicaragua,,https://ailla.utexas.org/collections/565,ailla:275755
536,Puinave Song Collection of Jesús Mario Girón,Colección de Canciones Puinave de Jesús Mario Girón,Coleção de músicas de Puinave de Jesús Mario Girón,,Puinave,pui,Colombia,Jesús Mario Girón,https://ailla.utexas.org/collections/536,ailla:124432
926,Quechua and Aymara of Puno by Sandhya Krittika Narayanan,El Quechua y Aymara de Puno por Sandhya Krittika Narayanan,Quechua e Aymara de Puno por Sandhya Krittika Narayanan,,"Quechua, Puno; Aymara, Southern",qxp; ayc,Peru,Sandhya Krittika Narayanan,https://ailla.utexas.org/collections/926,ailla:269417
516,Quechua Articles Collection of Felix Julca-Guerrero,Colección de Artículos en Quechua de Felix Julca-Guerrero,Coleção de artigos de quíchua de Felix Julca-Guerrero,,"Quechua, Ancash Huayllas",qwh,Peru,Felix Julca-Guerrero,https://ailla.utexas.org/collections/516,ailla:124458
821,Quechua Collection of Janis B. Nuckolls,Colección Quechua de Janis B. Nuckolls,Coleção Quechua de Janis B. Nuckolls,,"Quechua, Pastaza",qvz,Ecuador,Janis B. Nuckolls,https://ailla.utexas.org/collections/821,ailla:124430
531,Quechua Collection of Patricia Dreidemie,Colección Quechua de Patricia Dreidemie,Coleção Quechua de Patricia Dreidemie,,"Quechua; Quechua, South Bolivian",qwe; quh,Argentina; Bolivia,Patricia Dreidemie,https://ailla.utexas.org/collections/531,ailla:124417
517,Quechua Language Articles of Paul Proulx,Los Artículos sobre la Lengua Quechua de Paul Proulx,Artigos de idiomas de Quechua de Paul Proulx,,Quechua,qwe,Peru,Paul Proulx,https://ailla.utexas.org/collections/517,ailla:124444
1104,Quechua Languages Collection of Rosaleen Howard,Colección de Lenguas Quechuas de Rosaleen Howard,Coleção de idiomas de Quechua de Rosaleen Howard,Runa simi wasi,"Guaraní, Eastern Bolivian; Quechua; Quechua, South Bolivian; Kichwa, Cañar Highland; Quechua, Huamalíes-Huánuco; Aymara, Central; Quechua, Cuzco",gui; qwe; quh; qxr; qvh; ayr; quz,Ecuador; Peru; Bolivia,Rosaleen Howard,https://ailla.utexas.org/collections/1104,ailla:124407
