language_id,name_en,name_es,name_pt,indigenous_name,alternative_name,iso_639_3_code,language_family,language_family_id,language_family_code,countries,country_codes,ailla_language_url,description,islandora_pid,collection_count,collection_urls,earliest_item_year,latest_item_year,total_items,public_items,earliest_deposit_year,latest_deposit_year,latitude,longitude
481,Gudanji,gudanji,gudanji,,"Ngarnga, Kurdanji",nji,,,,,,https://ailla.utexas.org/languages/481,,ailla:254626,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
286,Guianese Creole French,francés criollo de Guiana,crioulo da guiana francesa,Guyanais,"Guianais, Guyane, Guyane Creole, Patois, Patwa",gcr,,,,French Guiana,GUF,https://ailla.utexas.org/languages/286,Spoken in French Guiana,ailla:119780,0,,,,0,0,,,,
627,Guugu Yimidhirr,guugu yimidhirr,guguyimidjir,,"Kukuyimidir, Gugu Yimijir, Gugu-Yimidhirr, Guguyimidjir, Guugu Yimithirr, Koko Imudji",kky,Australian languages,559.0,aus,Australia,AUS,https://ailla.utexas.org/languages/627,"A Pama-Nyungan language spoken in and around Hopevale, Queensland, Australia.",ailla:286569,0,,1980.0,1980.0,2,0,2010.0,2010.0,,
477,Hanis,hanis,hanis,Hanis,Coos,csz,,,,United States of America,USA,https://ailla.utexas.org/languages/477,Hanis,ailla:254621,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
341,Hidatsa,hidatsa,hidatsa,,"Hinatsa, Hiraca, Minitari",hid,Siouan,335.0,sio,United States of America,USA,https://ailla.utexas.org/languages/341,,ailla:119835,1,https://ailla.utexas.org/collections/684,1964.0,1964.0,1,1,2014.0,2014.0,,
243,Hixkaryána,,,,"Chawiyana, Faruaru, Hichkaryana, Hishkaryana, Hixkariana, Kumiyana, Parucutu, Parukoto-Charuma, Sher",hix,Cariban,354.0,sai,,,https://ailla.utexas.org/languages/243,,ailla:119737,0,,1986.0,1986.0,1,1,2012.0,2012.0,,
271,Hokan,hokan,hokan,,Hokan,hok,North American Indigenous Languages,557.0,nai,United States of America; Mexico,USA; MEX,https://ailla.utexas.org/languages/271,"The Hokan /?ho?kæn/ language family is a grouping of a dozen small language families spoken in California, Arizona and Mexico.",ailla:119765,1,https://ailla.utexas.org/collections/1663,1988.0,2013.0,13,13,2013.0,2018.0,,
329,Hopi,hopi,hopi,Hopilàvayi,,hop,Uto-Aztecan,225.0,azc,United States of America,USA,https://ailla.utexas.org/languages/329,,ailla:119823,3,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/842,1958.0,1991.0,4,4,2014.0,2022.0,,
224,Huarijío,varihío (guarijío),guarijio,,"Huarijío, Macurái, Maculái, Macurawe, Varihío, Varijío, Vorij&amp",var,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/224,,ailla:119718,0,,1993.0,1993.0,1,1,2011.0,2011.0,,
156,Huasteco,huasteco,huasteca,Teenek,"Wasteko, Tenek, Tének",hus,Mayan,195.0,myn,Mexico,MEX,https://ailla.utexas.org/languages/156,,ailla:119646,7,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/667; https://ailla.utexas.org/collections/602; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/1302; https://ailla.utexas.org/collections/1701,1965.0,2017.0,305,272,2008.0,2022.0,21.3495,-98.879
218,"Huave, San Dionisio del Mar",huave del este,huave oriental,Ombeyajts,Huave del Este,hve,Central American Indigenous Languages,558.0,cai,Mexico,MEX,https://ailla.utexas.org/languages/218,,ailla:119712,1,https://ailla.utexas.org/collections/1663,1966.0,2013.0,5,5,2010.0,2017.0,,
560,"Huave, San Francisco del Mar","Huave, San Francisco del Mar",huave de San Francisco do Mar,Umbeyajts,Huave del Este,hue,Central American Indigenous Languages,558.0,cai,Mexico,MEX,https://ailla.utexas.org/languages/560,"A Huavean language of Oaxaca that is spoken in the Juchitán district, old and new San Francisco del Mar; southeast coast.",ailla:274689,2,https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/881,2007.0,2013.0,11,11,2021.0,2022.0,,
124,"Huave, San Mateo del Mar",huave de San Mateo del Mar,huave de San Mateo do Mar,Ombeayiiüts,"Huave del Oeste, Ombeayiüts",huv,Central American Indigenous Languages,558.0,cai,Mexico,MEX,https://ailla.utexas.org/languages/124,,ailla:119613,2,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/403,1966.0,2013.0,10,10,2006.0,2017.0,,
334,Huichol,huichol,huichol,Wixárika Niukiyari,"Vixaritari Vaniuqui, Vizaritari Vaniuki",hch,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/334,,ailla:119828,1,https://ailla.utexas.org/collections/684,1964.0,1994.0,4,4,2014.0,2017.0,,
395,Hungarian,Húngaro,húngaro,Magyar,Magyar,hun,,,,Hungary,HUN,https://ailla.utexas.org/languages/395,,ailla:242423,0,,,,0,0,,,,
191,Hup,jup,hupdá,Hupdë,"Hupdá Makú, Jupdá Macú, Makú-Hupdá, Macú de Tucano",jup,Naduhup,402.0,sai,Brazil; Colombia,BRA; COL,https://ailla.utexas.org/languages/191,,ailla:119685,5,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/1461; https://ailla.utexas.org/collections/1881; https://ailla.utexas.org/collections/405,1973.0,2021.0,351,301,2008.0,2022.0,,
482,Hupa,hupa,hupa,,Hoopa,hup,,,,United States of America,USA,https://ailla.utexas.org/languages/482,,ailla:254627,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
483,Igbo,igbo,igbo,Igbo,Ibo,ibo,,,,,,https://ailla.utexas.org/languages/483,,ailla:254628,0,,1977.0,1977.0,1,1,2017.0,2017.0,,
630,Iñapari,iñapari,iñapari,,Inamari,inp,Arawakan,190.0,awd,Peru,PER,https://ailla.utexas.org/languages/630,,ailla:287098,1,https://ailla.utexas.org/collections/641,2022.0,2022.0,2,2,2022.0,2022.0,,
2,Indo-European,indoeuropea,indo-europeia,,,ine,,,,,,https://ailla.utexas.org/languages/2,,ailla:119601,0,,,,0,0,,,,
617,Indonesian,indonesio,indonésia,,Bahasa Indonesia,ind,Austronesian,497.0,map,Indonesia,IDN,https://ailla.utexas.org/languages/617,,ailla:284697,0,,2020.0,2020.0,1,1,2022.0,2022.0,,
27,Inga,inga,inga,,,inb,Quechua,212.0,qwe,Colombia,COL,https://ailla.utexas.org/languages/27,,ailla:119514,2,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/465,1975.0,2003.0,60,59,2002.0,2021.0,1.1989,-77.2483
801,International Sign Language,Lenguaje de señas internacional,Linguagem de Sinais Internacional,International Sign,"Gestuno, IG, IS, International Sign Language, International Sign Pidgin, International gesture, International gestures",ils,,,,United States of America; Mexico; Italy,USA; MEX; ITA,https://ailla.utexas.org/languages/801,A pidgin sign language used at international events and meetings. It has no native speakers. It is learned by adults in international settings.,,0,,,,0,0,,,,
35,Iquito,iquito,iquito,,,iqu,Zaparoan,383.0,sai,,,https://ailla.utexas.org/languages/35,,ailla:119522,4,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/666; https://ailla.utexas.org/collections/1344,2002.0,2007.0,32,13,2003.0,2021.0,,
501,Iroquoian,iroqués,iroquesa,,,iro,,,,United States of America; Canada,USA; CAN,https://ailla.utexas.org/languages/501,,ailla:254662,0,,,,0,0,,,,
455,Iskonawa,Isconawa,iskonawa,,"Iskobákebo, Iscobaquebu",isc,Panoan,230.0,sai,Peru,PER,https://ailla.utexas.org/languages/455,,ailla:252108,3,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/2043; https://ailla.utexas.org/collections/1561,2014.0,2018.0,17,13,2018.0,2022.0,,
575,Islander English Creole,criollo isleño,crioulo de san andrés,,"criollo raizal, San Andrés Creole, Bende, Raizal Creole",icr,"Creoles, English-Based",574.0,cpe,Colombia,COL,https://ailla.utexas.org/languages/575,English-based Creole language spoken on Colombia's San Andrés and Providencia Islands.,ailla:277991,1,https://ailla.utexas.org/collections/1363,2017.0,2021.0,3,3,2021.0,2021.0,,
81,Italian,italiano,italiano,,,ita,Indo-European,2.0,ine,Italy,ITA,https://ailla.utexas.org/languages/81,,ailla:119569,0,,1974.0,1974.0,1,1,,,,
92,Itonama,itonama,itonama,Sihnipadara,,ito,South American Indigenous Languages,556.0,sai,,,https://ailla.utexas.org/languages/92,,ailla:119580,1,https://ailla.utexas.org/collections/410,1996.0,1996.0,1,1,2005.0,2005.0,,
184,Itza',itzaj,itzá,Itza',,itz,Mayan,195.0,myn,,,https://ailla.utexas.org/languages/184,,ailla:119675,3,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/987,1973.0,2017.0,6,6,2009.0,2020.0,16.9044,-89.9451
262,Ixcatec,ixcateco,ixcateco,Xwja,,ixc,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/262,,ailla:119756,2,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1701,1983.0,1999.0,8,8,2012.0,2017.0,,
46,Ixil,ixil,ixil,,,ixl,Mayan,195.0,myn,Guatemala,GTM,https://ailla.utexas.org/languages/46,,ailla:119533,7,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/861; https://ailla.utexas.org/collections/1322; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/987,1964.0,2018.0,655,244,2008.0,2021.0,15.4732,-91.1761
624,Iyasa,iyasa,iyasa,Iyasa,"Yassa, Bongwe, Lyaasa, Maasa, Yasa",yko,Niger-Congo,505.0,nic,Cameroon; Gabon; Equatorial Guinea,CMR; GAB; GNQ,https://ailla.utexas.org/languages/624,,ailla:284704,0,,2020.0,2020.0,1,1,2022.0,2022.0,,
290,Japanese,japonés,japonês,,,jpn,,,,Japan,JPN,https://ailla.utexas.org/languages/290,,ailla:119784,0,,1977.0,1977.0,1,1,2017.0,2017.0,,
608,Jaqaru,Jacaru,jaqaru,Jaqaru,"Tupe, Ak’aro, Aru, Hage aru, Haq’aru, Haqaru, Haqearu, Jaq’aru",jqr,Aymara,215.0,aym,Peru,PER,https://ailla.utexas.org/languages/608,"Jaqaru is an Aymaran language, spoken in the villages of Tupe, Aiza and Colca, in Yauyos, Lima. According to the Peruvian national census conducted in 2017, at least 448 people have claimed to speak this language as a first language.",ailla:284029,1,https://ailla.utexas.org/collections/1681,,,3,0,2021.0,2021.0,,
38,Jarawara,madi,,Jamamadí,"Canamanti, Kanamanti, Madi, Yamamadí",jap,Arawán,362.0,auf,Brazil,BRA,https://ailla.utexas.org/languages/38,,ailla:119525,1,https://ailla.utexas.org/collections/537,1987.0,1987.0,1,1,2003.0,2003.0,,
222,Jivaroan,jívara,jívara,,Hivaro,sai,South American Indigenous Languages,556.0,sai,,,https://ailla.utexas.org/languages/222,,ailla:119716,8,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/1821,,,0,0,,,,
131,K'ichee',k'ichee',quiché,K'ichee',"Quiché, Central K'iche', Central Quiché, Chiquel, Qach'ab'al, Qatzij",quc,Mayan,195.0,myn,Guatemala,GTM,https://ailla.utexas.org/languages/131,"An Eastern Mayan language spoken primarily in the northwestern highlands of Guatemala.

(Elizabeth Wood, 2019)",ailla:119620,15,https://ailla.utexas.org/collections/1421; https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/667; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1621; https://ailla.utexas.org/collections/513; https://ailla.utexas.org/collections/534; https://ailla.utexas.org/collections/943; https://ailla.utexas.org/collections/529; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/1352; https://ailla.utexas.org/collections/987; https://ailla.utexas.org/collections/842; https://ailla.utexas.org/collections/563,1962.0,2019.0,364,354,2002.0,2023.0,14.7648,-91.5845
604,Ka’apor,ka’apor,caapor,Awa je'ẽha,"Urubú, Caapor, Kaapor, Kaaporté, Urubú-Kaapor",urb,Tupian,357.0,tup,Brazil,BRA,https://ailla.utexas.org/languages/604,"The Ka'apor language  spoken in Maranhão, Brazil. The ""Urubú"" name is now considered pejorative.",ailla:283450,1,https://ailla.utexas.org/collections/1943,2014.0,2016.0,28,8,2021.0,2021.0,,
605,Ka’apor Sign Language,lengua de señas ka'apor,língua de sinais ka'apor,Ipo pe panduha,"Urubú Sign Language, Kaapor Sign Language, LSKB, Língua de Sinais Kaapor Brasileira, UKSL, Urubu-Kaapor Sign Language",uks,South American Indigenous Languages,556.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/605,"The Ka'apor signed language, Maranhão, Brazil. Names with ""Urubú"" are now considered pejorative.",ailla:283451,1,https://ailla.utexas.org/collections/1943,,,1,0,2021.0,2021.0,,
538,Kadiwéu,Caduvéu,kadiwéu,Kadiwéu,"Mbaya-Guaikuru, Cadiuéu, Ediu-Adig, Ejiwajigi, Kadiweo",kbc,Guaykuruan,387.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/538,,ailla:257631,1,https://ailla.utexas.org/collections/405,1971.0,2021.0,6,6,2022.0,2022.0,,
586,Kakataibo-Kashibo,kakataibo-kashibo,kashibo,,"Managua, Aincacatai, Cachibo, Cacibo, Cahivo, Cashibo-Cacataibo, Caxibo, Hagueti, Incauncanibo, Kashibo",cbr,Panoan,230.0,sai,Peru,PER,https://ailla.utexas.org/languages/586,,ailla:280073,2,https://ailla.utexas.org/collections/665; https://ailla.utexas.org/collections/668,2011.0,2015.0,2,2,2021.0,2021.0,,
135,Kakwa,cacua,cacua,Kakwa,"Bari Kakwa, Kakua, Kwakwak",cbv,,,,Uganda,UGA,https://ailla.utexas.org/languages/135,,ailla:119624,1,https://ailla.utexas.org/collections/503,1992.0,2010.0,18,18,2009.0,2020.0,,
18,Kalapalo,kalapálo,kalapalo,,"Apalakiri, Apalaquiri, Cuicutl, Guicurú, Kalapalo, Kuikuru, Kurkuro",kui,Cariban,354.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/18,,ailla:119505,3,https://ailla.utexas.org/collections/1304; https://ailla.utexas.org/collections/528; https://ailla.utexas.org/collections/562,1967.0,2020.0,97,15,2003.0,2022.0,,
616,Kamang,kamang,kamang,,"Woisika, Kamana-Kamang, Waisika",woi,Trans-New Guinea,500.0,ngf,Indonesia,IDN,https://ailla.utexas.org/languages/616,,ailla:284694,0,,2020.0,2020.0,1,1,2022.0,2022.0,,
26,Kamsá,camsá,camsá,,"Camëntsëá, Coche, Kamemtxa, Kamsa, Kamse, Sibundoy, Sibundoy-Gaché",kbh,South American Indigenous Languages,556.0,sai,Colombia,COL,https://ailla.utexas.org/languages/26,,ailla:119513,1,https://ailla.utexas.org/collections/465,1976.0,1979.0,188,188,2002.0,2007.0,,
80,Kanamarí,kanamari,katukina-kanamari,,"Canamarí, Djapá, Kanamaré",knm,Arawakan,190.0,awd,Brazil,BRA,https://ailla.utexas.org/languages/80,,ailla:119568,1,https://ailla.utexas.org/collections/417,1976.0,1976.0,1,1,2004.0,2004.0,,
30,Kaqchikel,cakchiquel ,caqchiquel,Kaqchikel,"Cakchiquel, Kaqchiquel",cak,Mayan,195.0,myn,Guatemala,GTM,https://ailla.utexas.org/languages/30,,ailla:119517,12,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/666; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1621; https://ailla.utexas.org/collections/943; https://ailla.utexas.org/collections/529; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/1352; https://ailla.utexas.org/collections/987; https://ailla.utexas.org/collections/558; https://ailla.utexas.org/collections/1355,1968.0,2020.0,202,196,2002.0,2021.0,14.7056,-90.8034
73,Karajá,ynã,carajá,ynã,,kpj,Macro-Jê,355.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/73,Karajá,ailla:119561,1,https://ailla.utexas.org/collections/512,1993.0,1993.0,1,1,2004.0,2004.0,,
511,Karitiâna,karitiana,caritiana,,Caritiana,ktn,Tupian,357.0,tup,Brazil,BRA,https://ailla.utexas.org/languages/511,,ailla:254715,1,https://ailla.utexas.org/collections/665,2011.0,2011.0,1,1,2021.0,2021.0,,
507,Kartvelian,kartveliano,kartveliana,,"Lenguas del sur del Cáucaso, South Caucasian",ccs,,,,Georgia,GEO,https://ailla.utexas.org/languages/507,,ailla:254678,0,,,,0,0,,,,
79,Kashinawa,cashinahua,caxinauá,Hantxa Kuin,"Cashinahua, Caxinawa, Caxinawá, Kashinahua, Kaxinawá, Kaxynawa",cbs,Panoan,230.0,sai,Peru,PER,https://ailla.utexas.org/languages/79,,ailla:119567,1,https://ailla.utexas.org/collections/417,1976.0,1976.0,2,2,2004.0,2004.0,,
75,Katukína,katukína,katukina,,"Catuquina, Katukina do Jutaí, Katukina do Rio Biá, Pidá-Djapá",knt,Panoan,230.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/75,,ailla:119563,1,https://ailla.utexas.org/collections/417,1976.0,1976.0,1,1,2004.0,2004.0,,
111,Kavinenya,cavineña,cavinenha,,Kavinenya,cav,Tacanan,356.0,sai,Bolivia,BOL,https://ailla.utexas.org/languages/111,Language of Bolivia.,ailla:119599,1,https://ailla.utexas.org/collections/1342,2001.0,2001.0,2,0,2006.0,2006.0,,
107,Kawésqar,alacaluf,kawésqar,,"Alacalouf, Alacaluf, Alacalufe, Alaculoof, Alaculuf, Alakaluf, Alikaluf, Alikhoolip, Alikuluf, Alilkoolif, Alokolup, Alooculoof, Alookooloop, Alucaluf, Alukoeluf, Alukulup, Halakwulup, Kaweskar, Kawesqar",alc,,,,Chile,CHL,https://ailla.utexas.org/languages/107,,ailla:119595,3,https://ailla.utexas.org/collections/551; https://ailla.utexas.org/collections/1281; https://ailla.utexas.org/collections/525,1996.0,2013.0,379,41,2006.0,2018.0,,
232,"Kichwa, Cañar Highland",quichua de alto Cañar,quichua da alta Canhar,Kichwa Shimi,"Quichua de la provincia de Cañar, Runa Shimi",qxr,Quechua,212.0,qwe,Ecuador,ECU,https://ailla.utexas.org/languages/232,,ailla:119726,6,https://ailla.utexas.org/collections/1181; https://ailla.utexas.org/collections/722; https://ailla.utexas.org/collections/560; https://ailla.utexas.org/collections/863; https://ailla.utexas.org/collections/441; https://ailla.utexas.org/collections/1104,1967.0,2021.0,155,152,2019.0,2022.0,-2.5109,-78.9632
541,"Kichwa, Loja Highland",quichua de alto Loja,quichua da alta Loja,Ruan Shimi,"Quichua, Saraguro",qvj,Quechua,212.0,qwe,Ecuador,ECU,https://ailla.utexas.org/languages/541,,ailla:263492,0,,,,0,0,,,-3.7942,-79.5243
618,Kihunde,kihunde,kihunde,,"Rukobi, Hunde, Kobi",hke,Niger-Congo,505.0,nic,Democratic Republic of the Congo,COD,https://ailla.utexas.org/languages/618,,ailla:284698,0,,2020.0,2020.0,1,1,2022.0,2022.0,,
467,Koasati,koasati,koasati,,Coushatta,cku,,,,United States of America,USA,https://ailla.utexas.org/languages/467,,ailla:254611,0,,1981.0,2005.0,2,2,2017.0,2017.0,,
512,Kogi,Kogui,kogi,Kogi,"Käggaba, Cagaba, Coghui, Cogui, Kagaba, Kaggaba",kog,Chibchan,7.0,cba,Colombia,COL,https://ailla.utexas.org/languages/512,"The Kogi language spoken in the region of Mingueo, La Guajira.",ailla:254718,1,https://ailla.utexas.org/collections/927,2016.0,2016.0,1,0,2017.0,2017.0,,
628,Koreguaje,koreguaje,koreguaje,Koʼrevajʉ chʉʼo,"Korewahe, Caquetá, Chaocha Pai, Coreguaja, Coreguaje, Coreguaxe, Correguaje, Ko’reuaju, Korebaju",coe,Tukanoan,275.0,sai,Colombia,COL,https://ailla.utexas.org/languages/628,This language is spoken along the Orteguaza and Caquetá Rivers in the Caquetá Department of Colombia.,ailla:286987,1,https://ailla.utexas.org/collections/928,2021.0,2021.0,1,0,2022.0,2022.0,,
518,Kpelle,kpelle,,,"Pessy, Gbese, Kpele, Kpwessi, Pessa",xpe,Niger-Congo,505.0,nic,,,https://ailla.utexas.org/languages/518,,ailla:255004,0,,1974.0,1974.0,1,1,,,,
43,Kuikuro,apalakiri,kuikuro,,"Apalakiri, Apalaquiri, Cuicutl, Guicurú, Kalapalo, Kuikuru, Kurkuro",kui,Cariban,354.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/43,,ailla:119530,3,https://ailla.utexas.org/collections/1304; https://ailla.utexas.org/collections/528; https://ailla.utexas.org/collections/562,1982.0,2003.0,4,4,2003.0,2004.0,,
590,Kukama-Kukamiria,kukama-kukamiria,cocama,,"Cocama, Xibitaoan, Ucayali, Pandequebo, Pampadeque, Kukama, Kokama-Kokamilya, Kokama, Huallaga, Cocama-Cocamilla",cod,Tupian,357.0,tup,Peru,PER,https://ailla.utexas.org/languages/590,,ailla:280077,1,https://ailla.utexas.org/collections/663,2005.0,2005.0,1,1,2021.0,2021.0,,
287,"Kuna, Border",cuna,,Dule gaya,"Caiman Nuevo, Colombia Cuna, Cuna, Paya-Pucuro",kvn,Chibchan,7.0,cba,Mexico,MEX,https://ailla.utexas.org/languages/287,Spoken in Colombia and mainland Panamá.,ailla:119781,1,https://ailla.utexas.org/collections/548,2011.0,2012.0,4,4,2013.0,2014.0,,
12,"Kuna, San Blas",cuna,kuna de San Blas,Dule gaya,"Cuna, Guna, San Blas Cuna",cuk,Chibchan,7.0,cba,Panama,PAN,https://ailla.utexas.org/languages/12,Spoken in the San Blas islands of Panama.,ailla:119499,10,https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/466; https://ailla.utexas.org/collections/1264; https://ailla.utexas.org/collections/1221; https://ailla.utexas.org/collections/514; https://ailla.utexas.org/collections/535; https://ailla.utexas.org/collections/524; https://ailla.utexas.org/collections/526; https://ailla.utexas.org/collections/603; https://ailla.utexas.org/collections/685,1924.0,2017.0,345,338,2002.0,2021.0,,
484,Kwakiutl,kwakiutl,kwakiutl,Kwak’wala,"Kwakwaka’wakw, Kwagiutl",kwk,,,,Canada,CAN,https://ailla.utexas.org/languages/484,,ailla:254629,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
623,Kwasio,kwasio,kwasio,Kwasio,Kwassio,nmg,Niger-Congo,505.0,nic,Cameroon,CMR,https://ailla.utexas.org/languages/623,,ailla:284703,0,,2020.0,2020.0,1,1,2022.0,2022.0,,
149,Lacandon,lacandón,lacandão,Jach-t’aan,"Lacandón, Lakantún",lac,Mayan,195.0,myn,Mexico,MEX,https://ailla.utexas.org/languages/149,,ailla:119639,5,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/1302; https://ailla.utexas.org/collections/842; https://ailla.utexas.org/collections/1701,1965.0,2010.0,68,67,2005.0,2022.0,16.8806,-91.0917
410,Latin,latín,latim,,,lat,Indo-European,2.0,ine,,,https://ailla.utexas.org/languages/410,,ailla:243860,0,,1976.0,2007.0,6,6,,,,
154,Lenca,lenca,lenca,Lenca,,len,Central American Indigenous Languages,558.0,cai,Honduras,HND,https://ailla.utexas.org/languages/154,,ailla:119644,3,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1265,1964.0,2013.0,10,10,2008.0,2022.0,,
485,Lugbara,lugbara,lugbara,Lugbarati,"Western Lugbara, High Lugbara, Logbara, Lubarati",lgg,,,,,,https://ailla.utexas.org/languages/485,,ailla:254630,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
326,Luiseño,luiseño,luiseño,Cham'teela,,lui,Uto-Aztecan,225.0,azc,United States of America,USA,https://ailla.utexas.org/languages/326,,ailla:119820,1,https://ailla.utexas.org/collections/684,1964.0,1964.0,1,1,2014.0,2014.0,,
594,Lule,lule,lule,,"Tonocoté, Lule-Tonocoté",ule,South American Indigenous Languages,556.0,sai,Argentina,ARG,https://ailla.utexas.org/languages/594,,ailla:280081,1,https://ailla.utexas.org/collections/668,2015.0,2015.0,1,1,2021.0,2021.0,,
355,Macro-Jê,macro-ye,macro-jê,Macro-Jê,Macro-Gê,sai,South American Indigenous Languages,556.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/355,Macro-Jê,ailla:119849,8,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/1821,1964.0,1964.0,1,1,2014.0,2014.0,,
588,Maijuna,maijuna,maijuna,,"Koto, Coto, Orejón, Oregon, Orechon, Tutapi, Payagua, Máíhɨki, Maijɨki, Maihuna, Mai Ja",ore,Tukanoan,275.0,sai,Peru,PER,https://ailla.utexas.org/languages/588,"The names Orechon, Oregon, and Orejón are now considered pejorative.",ailla:280075,1,https://ailla.utexas.org/collections/668,2015.0,2015.0,1,1,2021.0,2021.0,,
69,Maká,,maká,,"Lovaea, Lovaia, Lóvaia, Maku’a, Makua, Makuwa, Enimaga, Maca, Macá, Maka, Mak’á, Towolhi",mca,Matacoan,369.0,sai,,,https://ailla.utexas.org/languages/69,Paraguay,ailla:119557,3,https://ailla.utexas.org/collections/507; https://ailla.utexas.org/collections/666; https://ailla.utexas.org/collections/665,1983.0,2011.0,38,38,2004.0,2021.0,,
65,Makiritari,maquiritari,yekuana,De'kuana,"Cunuana, De’cuana, De’kwana Carib, Maiongong, Maquiritai, Maquiritare, Pawana, Soto, Ye’cuana, Yekuana, Ye’kuana",mch,Cariban,354.0,sai,Venezuela,VEN,https://ailla.utexas.org/languages/65,,ailla:119553,1,https://ailla.utexas.org/collections/417,1968.0,1968.0,2,2,2004.0,2004.0,,
254,Mako,maku,mako,,"Wotuja, Itoto, Jojod, Maco-Piaroa, Mako, Maku, Sáliba-Maco, Wirö",wpc,Saliban,384.0,sai,Venezuela,VEN,https://ailla.utexas.org/languages/254,,ailla:119748,1,https://ailla.utexas.org/collections/1348,2012.0,2012.0,1,0,2012.0,2012.0,,
61,Máku,máku,maku,,"Máko, Maku, Makú",xak,South American Indigenous Languages,556.0,sai,Venezuela,VEN,https://ailla.utexas.org/languages/61,,ailla:119549,2,https://ailla.utexas.org/collections/417; https://ailla.utexas.org/collections/924,1958.0,1986.0,17,17,2004.0,2022.0,,
270,Makuna,macuna,makuna,,Macuna,myy,Tukanoan,275.0,sai,Colombia,COL,https://ailla.utexas.org/languages/270,,ailla:119764,2,https://ailla.utexas.org/collections/405; https://ailla.utexas.org/collections/1821,1968.0,2021.0,13,13,2020.0,2022.0,,
591,Makuráp,makuráp,makurap,,"Massaka, Kurateg, Macurapi, Macuráp, Makurápi",mpu,Tupian,357.0,tup,Brazil,BRA,https://ailla.utexas.org/languages/591,,ailla:280078,2,https://ailla.utexas.org/collections/665; https://ailla.utexas.org/collections/405,2011.0,2021.0,3,3,2021.0,2022.0,,
63,Makushi,teueia,macuxi,,"Macusi, Macuxi, Makuchi, Makuxi, Teweya, Makusi",mbc,Cariban,354.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/63,,ailla:119551,1,https://ailla.utexas.org/collections/417,1960.0,1960.0,7,7,2004.0,2004.0,,
188,Maléku Jaíka,Maléku Jaíka,maléku jaíka,,Guatuso,gut,Chibchan,7.0,cba,,,https://ailla.utexas.org/languages/188,,ailla:119681,0,,1992.0,1992.0,1,1,2008.0,2008.0,,
