language_id,name_en,name_es,name_pt,indigenous_name,alternative_name,iso_639_3_code,language_family,language_family_id,language_family_code,countries,country_codes,ailla_language_url,description,islandora_pid,collection_count,collection_urls,earliest_item_year,latest_item_year,total_items,public_items,earliest_deposit_year,latest_deposit_year,latitude,longitude
4,Nahuatl (duplicate),náhuatl (duplicado),náuatle (duplicado),(duplicate record),,nah,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/4,This is a duplicate record of https://ailla-frontend-prod.gsc1-nat.lib.utexas.edu/languages/219/. Do not use.,ailla:119659,7,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/802; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/702; https://ailla.utexas.org/collections/468; https://ailla.utexas.org/collections/568; https://ailla.utexas.org/collections/1701,1964.0,2022.0,49,49,2008.0,2023.0,,
123,"Nahuatl, Acaxochitlán",náhuatl de Acaxochitlán,náuatle de Acaxochitlán,,,nhe,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/123,,ailla:119612,3,https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/1662; https://ailla.utexas.org/collections/403,1980.0,1980.0,3,3,2006.0,2006.0,,
25,"Nahuatl, Central",náhuatl del centro,náuatle central,,"mexicano de Tlaxcala, Central Aztec, Nawa, Tlaxcala-Puebla Nahuatl",nhn,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/25,"The Mexicano language is spoken in Tlaxcala and Puebla, Mexico. Although San Isidro Buensuceso and San Miguel Canoa belong to different states, both share the same language and the same territory.",ailla:119512,6,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/671; https://ailla.utexas.org/collections/702; https://ailla.utexas.org/collections/1005; https://ailla.utexas.org/collections/559,1974.0,2018.0,164,162,2002.0,2021.0,,
169,"Nahuatl, Central Huasteca",nahuatl de la Huasteca central,náuatle da Huasteca central,,,nch,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/169,,ailla:119660,2,https://ailla.utexas.org/collections/1662; https://ailla.utexas.org/collections/702,1988.0,2004.0,4,3,2008.0,2017.0,,
171,"Nahuatl, Central Puebla","nahuatl, Puebla central",náuatle do centro de Puebla,,Central Puebla Aztec,ncx,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/171,,ailla:119662,1,https://ailla.utexas.org/collections/702,1989.0,1989.0,2,2,2008.0,2008.0,,
300,"Nahuatl, Classical",náhuatl clásico,náuatle clássico,,"Nahuatl, Nahuatl, Colonial",nci,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/300,Spoken in the Valley of Mexico and in central Mexico as a lingua franca at the time of the 16th-century Spanish conquest of Mexico.,ailla:119794,2,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/550,1988.0,2009.0,5,5,2014.0,2017.0,,
137,"Nahuatl, Eastern Huasteca","Nahuatl, Huasteca Oriental",náuatle da Huasteca oriental,,Náhuatl de Hidalgo,nhe,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/137,,ailla:119626,3,https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/1662; https://ailla.utexas.org/collections/403,1977.0,2009.0,85,84,2007.0,2021.0,,
55,"Nahuatl, Guerrero",náhuatl de Guerrero,náuatle de Guerrero,,"Xalitla Nahuatl, Guerrero Aztec",ngu,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/55,,ailla:119543,3,https://ailla.utexas.org/collections/1349; https://ailla.utexas.org/collections/686; https://ailla.utexas.org/collections/412,1980.0,2011.0,251,235,2004.0,2022.0,,
268,"Nahuatl, Highland Puebla","nahuatl, de la Sierra de Puebla",náuatle da Serra de Puebla,,"Zacapoaxtla Náhuat, Tacuapan, Nahua, Sierra de Puebla, Mejicano de Zacapoaxtla, Sierra Aztec",azz,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/268,,ailla:119762,4,https://ailla.utexas.org/collections/667; https://ailla.utexas.org/collections/390; https://ailla.utexas.org/collections/569; https://ailla.utexas.org/collections/1701,1970.0,2020.0,1108,1108,2008.0,2022.0,,
173,"Nahuatl, Huaxcaleca",nahuatl de Huaxcaleca,náuatle de Huaxcaleca,,"Náhuatl de Chichiquilla, Huaxcaleca Aztec",nhq,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/173,,ailla:119664,1,https://ailla.utexas.org/collections/702,,,1,1,2008.0,2008.0,,
296,"Nahuatl, Istmo-Cosoleacaque",náhuatl del Istmo-Cosoleacaque,náuatle do Istmo-Cosoleacaque,,,nhk,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/296,,ailla:119790,0,,2010.0,2010.0,1,1,2014.0,2014.0,,
265,"Nahuatl, Istmo-Mecayapan",náhuatl del Istmo-Mecayapan,náuatle do Istmo-Mecayapan,,Nawat,nhx,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/265,"South Veracruz, Mecayapan Municipio, Mecayapan and Tatahuicapan towns.",ailla:119759,2,https://ailla.utexas.org/collections/802; https://ailla.utexas.org/collections/1701,1997.0,2010.0,12,12,2012.0,2018.0,,
266,"Nahuatl, Istmo-Pajapan",náhuatl del Istmo-Pajapan,náuatle do Istmo-Pajapan,,,nhp,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/266,,ailla:119760,3,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/802; https://ailla.utexas.org/collections/1701,2002.0,2012.0,38,37,2005.0,2021.0,,
200,"Nahuatl, Michoacán",náhuatl de Michoacán,náuatle de Michoacán,,"Mexicano, Aztec, Michoacán, Gente natural",ncl,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/200,,ailla:119694,1,https://ailla.utexas.org/collections/1005,1962.0,2011.0,2,2,2009.0,2009.0,,
168,"Nahuatl, Morelos",Nahuatl de Morelos,náuatle de Morelos,,Náhuatl de Cuentepec,nhm,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/168,,ailla:119658,2,https://ailla.utexas.org/collections/702; https://ailla.utexas.org/collections/1602,1969.0,1979.0,12,8,2008.0,2008.0,,
358,"Nahuatl, Northern Oaxaca",náhuatl del norte de Oaxaca,náuatle do norte de Oaxaca,,,nhy,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/358,,ailla:119852,0,,1988.0,1988.0,7,7,2014.0,2017.0,,
170,"Nahuatl, Northern Puebla","Nahuatl, Puebla Norteño",náuatle do norte de Puebla,,North Puebla Aztec,ncj,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/170,,ailla:119661,1,https://ailla.utexas.org/collections/702,1976.0,1976.0,3,3,2008.0,2008.0,,
280,"Nahuatl, Sierra de Zongolica","nahuatl, de la Sierra de Zongolica",náuatle da Serra de Zongolica,,"Orizaba Aztec, Nahuatl, Orizaba",nlv,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/280,"Spoken in Veracruz, Mexico",ailla:119774,2,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1701,1998.0,2010.0,189,189,2013.0,2017.0,,
172,"Nahuatl, Southeastern Puebla",Nahuatl de Puebla Sureste,náuatle do sudeste de Puebla,,,nhs,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/172,,ailla:119663,1,https://ailla.utexas.org/collections/702,,,1,1,2008.0,2008.0,,
139,"Nahuatl, Tabasco",náhuatl de Tabasco,náuatle de Tabasco,,"Tabasco Aztec, Nahuatl, Cupilco",nhc,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/139,,ailla:119628,3,https://ailla.utexas.org/collections/802; https://ailla.utexas.org/collections/1302; https://ailla.utexas.org/collections/1701,2004.0,2010.0,19,17,2007.0,2018.0,,
632,"Nahuatl, Western Durango",Nahuat del Occidente en Durango,náhuat do oeste de Durango,Meshikan de San Agustin Buenaventura y de Santa Cruz,"Western Durango Aztec, Meshikan del occidente, Mexicanero del occidente, Nahuat del Occidente en Durango y Nayarit",azn,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/632,,ailla:287270,0,,,,0,0,,,,
267,"Nahuatl, Western Huasteca","Nahuatl, Huasteca Occidental",náuatle da Huasteca ocidental,,Náhuatl de Tamazunchale,nhw,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/267,,ailla:119761,1,https://ailla.utexas.org/collections/1662,1984.0,2006.0,198,197,2012.0,2017.0,,
28,Nanti,nanti,nanti,,Cogapacori,cox,Arawakan,190.0,awd,Peru,PER,https://ailla.utexas.org/languages/28,,ailla:119515,2,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/571,2002.0,2005.0,6,4,2003.0,2021.0,,
37,Napo Quichua,quichua de Napo,quichua de Napo,,"Yumbo, Kicho, Kichua, Lowland Napo Quichua, Napo, Quechua, Runa Shimi, Santarrosino",qvo,Quechua,212.0,qwe,Colombia; Ecuador; Peru,COL; ECU; PER,https://ailla.utexas.org/languages/37,,ailla:119524,1,https://ailla.utexas.org/collections/1359,,,1,1,2002.0,2003.0,-0.9672,-77.8428
47,Ngäbere,ngäbere,guaymí,,"Valiente, Chiriqui, Guaymí, Ngäbe, Ngobere",gym,Chibchan,7.0,cba,Panama; Costa Rica,PAN; CRI,https://ailla.utexas.org/languages/47,,ailla:119535,3,https://ailla.utexas.org/collections/417; https://ailla.utexas.org/collections/539; https://ailla.utexas.org/collections/604,1971.0,1997.0,15,15,2003.0,2022.0,,
291,Nhengatu,nhengatu,nheengatu,,"Yeral, Costal Tupian, Geral, Língua Geral, Modern Tupi, Ñeegatú, Nheengatu, Nyengato, Nyengatú, Waengatu",yrl,Tupian,357.0,tup,Venezuela; Brazil; Colombia,VEN; BRA; COL,https://ailla.utexas.org/languages/291,,ailla:119785,0,,1976.0,2001.0,5,5,2014.0,2020.0,,
505,Niger-Congo,nigerocongolés,nigerocongolês,,,nic,,,,Nigeria,NGA,https://ailla.utexas.org/languages/505,,ailla:254670,0,,,,0,0,,,,
502,Nilo-Saharan,nilo-sahariano,nilo-sahariana,,,ssa,,,,Uganda,UGA,https://ailla.utexas.org/languages/502,,ailla:254665,0,,,,0,0,,,,
56,Ninam,ninam,ianam,,"Shirián, Xirixana, Yanam",shb,,,,Venezuela; Brazil,VEN; BRA,https://ailla.utexas.org/languages/56,,ailla:119544,4,https://ailla.utexas.org/collections/417; https://ailla.utexas.org/collections/417; https://ailla.utexas.org/collections/1361; https://ailla.utexas.org/collections/1401,1960.0,2017.0,14,7,2004.0,2005.0,,
71,Nivaclé,nivaclé,nivaclé,Axluslay,"Chulupi, Axluxlay, Guisnai, Nivaklé, Ashlushlay",cag,Matacoan,369.0,sai,Argentina; Paraguay,ARG; PRY,https://ailla.utexas.org/languages/71,"There are about 16,350 speakers of Nivâle in Paraguay and 553 speakers in Argentina. Some scholars mention five varieties of Nivaĉle, but there has been significant movement and intermarriage so that even in a single modern location Nivaĉle people may not always speak the same. 

(Alejandra Vidal, 2019)",ailla:119559,5,https://ailla.utexas.org/collections/502; https://ailla.utexas.org/collections/408; https://ailla.utexas.org/collections/665; https://ailla.utexas.org/collections/667; https://ailla.utexas.org/collections/864,1966.0,2015.0,101,101,2004.0,2021.0,,
641,No linguistic content,Sin contenido lingüístico,Nenhum conteúdo linguístico,No linguistic content,,zxx,Indo-European,2.0,ine,United States of America,USA,https://ailla.utexas.org/languages/641,"The label No Linguistic Content (code zxx ) is used for media with negligible or no linguistic content, such as photos, images, instrumental music, animal calls, silent video, etc.",,0,,,,0,0,2017.0,2022.0,,
555,Nomatsigenga,nomatsiguenga,nomatsiguenga,,"Atiri, Intsome, Inthome, Inato, Ina’o",not,Arawakan,190.0,awd,Peru,PER,https://ailla.utexas.org/languages/555,,ailla:274464,0,,,,0,0,,,,
557,North American Indigenous Languages,"Norteamérica, lenguas indígenas de","América do Norte, línguas indígenas de",,,nai,,,,,,https://ailla.utexas.org/languages/557,ISO 369-5 https://www.loc.gov/standards/iso639-5/id.php,ailla:274681,3,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663,,,0,0,,,,
136,Nukak,nukak,nukak,,"Nükkak, Guaviare, Macusa",mbr,Naduhup,402.0,sai,Colombia,COL,https://ailla.utexas.org/languages/136,,ailla:119625,0,,1992.0,1992.0,1,1,,,,
345,Ofo,ofo,ofo,,Ofogoula,ofo,Siouan,335.0,sio,United States of America,USA,https://ailla.utexas.org/languages/345,,ailla:119839,1,https://ailla.utexas.org/collections/684,1964.0,1964.0,1,1,2014.0,2014.0,,
338,Omaha-Ponca,omaha-ponca,omaha,,"Umanhan, Cegiha, Dhegiha, Mahairi, Ponka, Ppankka",oma,Siouan,335.0,sio,United States of America,USA,https://ailla.utexas.org/languages/338,,ailla:119832,1,https://ailla.utexas.org/collections/684,1964.0,1974.0,2,2,2014.0,2017.0,,
42,Ona,ona,ona,Selk'nam,"Shelknam, Aona, Choon, Selknam",ona,Chon,390.0,sai,Argentina,ARG,https://ailla.utexas.org/languages/42,Ona,ailla:119529,1,https://ailla.utexas.org/collections/508,,,6,6,2003.0,2006.0,,
486,Oneida,oneida,oneida,,,one,,,,Canada,CAN,https://ailla.utexas.org/languages/486,,ailla:254631,0,,1991.0,1994.0,2,2,2017.0,2017.0,,
625,Oro Win,oro win,oro win,,Oto Towati,orw,South American Indigenous Languages,556.0,sai,Brazil,BRA,https://ailla.utexas.org/languages/625,A member of the Chapacuran language family.,ailla:285354,1,https://ailla.utexas.org/collections/1721,2020.0,2022.0,39,39,2022.0,2026.0,,
487,Orokaiva,orokaiva,orokaiva,,"Etija, Ehija",okv,,,,,,https://ailla.utexas.org/languages/487,,ailla:254632,0,,1974.0,1974.0,1,1,2017.0,2017.0,,
339,Osage,osage,osage,Wazhazhe,,osa,Siouan,335.0,sio,United States of America,USA,https://ailla.utexas.org/languages/339,,ailla:119833,1,https://ailla.utexas.org/collections/684,1964.0,1964.0,1,1,2014.0,2014.0,,
527,Oto-Pamean,otopameano,otopameana,,,omq,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/527,A linguistic grouping of the Otomían and Pamean languages.,ailla:256185,23,https://ailla.utexas.org/collections/1201; https://ailla.utexas.org/collections/1263; https://ailla.utexas.org/collections/671; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/801; https://ailla.utexas.org/collections/519; https://ailla.utexas.org/collections/302; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/723; https://ailla.utexas.org/collections/550; https://ailla.utexas.org/collections/550; https://ailla.utexas.org/collections/670,1983.0,1989.0,4,4,2017.0,2017.0,,
6,Otomanguean,otomangue,otomangue,,,omq,Central American Indigenous Languages,558.0,cai,Mexico; Costa Rica; Nicaragua,MEX; CRI; NIC,https://ailla.utexas.org/languages/6,,ailla:119678,23,https://ailla.utexas.org/collections/1201; https://ailla.utexas.org/collections/1263; https://ailla.utexas.org/collections/671; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/801; https://ailla.utexas.org/collections/519; https://ailla.utexas.org/collections/302; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/723; https://ailla.utexas.org/collections/550; https://ailla.utexas.org/collections/550; https://ailla.utexas.org/collections/670,1966.0,2013.0,17,17,2013.0,2018.0,,
217,Otomí,otomí,otomi  ,,,oto,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/217,,ailla:119711,3,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/702; https://ailla.utexas.org/collections/568,1983.0,2013.0,99,99,2010.0,2022.0,,
143,"Otomí, Eastern Highland",otomí del Oriente,otomi da Serra Oriente,Yuhu,"Otomi de la Sierra Madre Oriental, Otomí de Huehuetla, Otomí de la Sierra, Eastern Otomi",otm,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/143,,ailla:119632,2,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/801,1974.0,1983.0,2,2,2007.0,2014.0,,
19,"Otomí, Ixtenco",otomí de Ixtenco,otomi de Ixtenco,Yühmu,Southeastern Otomí,otz,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/19,,ailla:119506,3,https://ailla.utexas.org/collections/668; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/702,1983.0,2015.0,3,3,2002.0,2021.0,,
307,"Otomí, Mezquital",otomí del Valle del Mezquital,otomi do Vale do Mezquital,Hñahñu,,ote,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/307,,ailla:119801,1,https://ailla.utexas.org/collections/1663,1983.0,2011.0,2,2,2014.0,2021.0,,
126,"Otomí, San Andrés Cuexcontitlán",otomí de San Andrés Cuexcontitlán,otomi de San Andrés Cuexcontitlán,Hñatho,"Otomí de San Felipe Santiago, Otomí del Estado de México",ots,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/126,,ailla:119615,2,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/403,1983.0,1983.0,4,4,2006.0,2014.0,,
584,"Otomí, Tilapa",otomí de Tilapa,otomi de Tilapa,,,otl,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/584,,ailla:280071,2,https://ailla.utexas.org/collections/665; https://ailla.utexas.org/collections/668,2011.0,2015.0,2,2,2021.0,2021.0,,
241,Páez,páez,páez,Nasa Yuwe,Paes,pbb,South American Indigenous Languages,556.0,sai,Colombia,COL,https://ailla.utexas.org/languages/241,,ailla:119735,2,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/511,2005.0,2010.0,2,1,2011.0,2021.0,,
523,Pai Tavytera,pai tavytera,pãi-taviterã,,"Tavytera, Pãĩ Tavyterã, Avá, Kaiova, Kaiowa, Pai",pta,Tupian,357.0,tup,,,https://ailla.utexas.org/languages/523,,ailla:256154,1,https://ailla.utexas.org/collections/671,2018.0,2018.0,1,1,2018.0,2018.0,,
252,Paipai,paipai,paipai,Akwa’ala,"Jaspuy pai, Yakakwal",ppi,Yuman-Cochimí,324.0,nai,Mexico,MEX,https://ailla.utexas.org/languages/252,,ailla:119746,0,,,,0,0,,,,
41,"Paiute, Southern",paiute meridional,paiute do sul,Nüwü,Ute-Chemehuevi,ute,Uto-Aztecan,225.0,azc,United States of America,USA,https://ailla.utexas.org/languages/41,,ailla:119528,2,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/530,1964.0,1971.0,5,5,2003.0,2017.0,,
305,"Pame, Central",pame central,pame central,Xi'oi,Chichimeca,pbs,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/305,,ailla:119799,1,https://ailla.utexas.org/collections/1663,1983.0,1983.0,2,2,2014.0,2014.0,,
304,"Pame, Northern",pame del norte,pame do norte,Xi’iuy,,pmq,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/304,,ailla:119798,5,https://ailla.utexas.org/collections/668; https://ailla.utexas.org/collections/671; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/823,1983.0,2018.0,13,13,2014.0,2021.0,,
306,"Pame, Southern",pame del sur,pame do sul,,,pmz,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/306,,ailla:119800,1,https://ailla.utexas.org/collections/1663,1983.0,1983.0,1,1,2014.0,2014.0,,
100,Panare,panare,panare,E'ñapa Woromaipu,"Panari, Abira, Eñapa, Eñepa, E'ñepa, Eye",pbh,Cariban,354.0,sai,Venezuela,VEN,https://ailla.utexas.org/languages/100,,ailla:119588,1,https://ailla.utexas.org/collections/741,1974.0,1994.0,22,22,2005.0,2007.0,,
230,Panoan,panoano,panoana,,,sai,South American Indigenous Languages,556.0,sai,Brazil; Peru; Bolivia,BRA; PER; BOL,https://ailla.utexas.org/languages/230,,ailla:119724,8,https://ailla.utexas.org/collections/662; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1004; https://ailla.utexas.org/collections/1821,1964.0,2018.0,2,2,2014.0,2018.0,,
516,Paresi,paresí,pareci,Haliti-Paresí,"Paresí, Paressí, Haliti",pab,Arawakan,190.0,awd,Brazil,BRA,https://ailla.utexas.org/languages/516,"The Paresi language spoken in Mato Grosso, Brazil.",ailla:254764,2,https://ailla.utexas.org/collections/664; https://ailla.utexas.org/collections/1063,1977.0,2017.0,35,19,2017.0,2021.0,,
576,Pemon,pemón,taurepangue,Kamarakotos,Pemong,aoc,Cariban,354.0,sai,Venezuela,VEN,https://ailla.utexas.org/languages/576,,ailla:279749,0,,1999.0,1999.0,1,0,,,,
488,Persian,persa,persa,Fārsi,"Western Farsi, New Persian, Parsi, West Persian",pes,Indo-European,2.0,ine,,,https://ailla.utexas.org/languages/488,,ailla:254633,0,,1977.0,1977.0,1,1,2017.0,2017.0,,
564,Piapoco,piapoco,piapoco,Wenewika,Tsáçe,pio,Arawakan,190.0,awd,Venezuela; Colombia,VEN; COL,https://ailla.utexas.org/languages/564,Referred to as Yapoco in the Elsa Gómez-Imbert collection.,ailla:274700,0,,1989.0,1989.0,1,1,,,,
463,Piaroa,piaroa,piaroa,,"Wöthüha, Amorua, Dearwa, Deruwa, Deá’ru’wa, Piaroa-Mako, Uhothha, Uwotjüja, Wo’tiheh",pid,Saliban,384.0,sai,Venezuela; Colombia,VEN; COL,https://ailla.utexas.org/languages/463,,ailla:252226,0,,,,0,0,,,,
70,Pilagá,pilagá,pilagá,Pilagá,,plg,Guaykuruan,387.0,sai,Argentina,ARG,https://ailla.utexas.org/languages/70,"Pilagá (Guaykuruan family) is spoken by about 5,000 people in the province of Formosa, northeastern Argentina. Formosa is part of the Gran Chaco, South America.

(Alejandra Vidal, 2019)",ailla:119558,4,https://ailla.utexas.org/collections/502; https://ailla.utexas.org/collections/408; https://ailla.utexas.org/collections/665; https://ailla.utexas.org/collections/413,1962.0,2015.0,99,99,2004.0,2021.0,,
595,Pima Bajo,pima bajo,pima baixo,Oob No’ok,"Lower Piman, Névome, Mountain Pima",pia,Uto-Aztecan,225.0,azc,Mexico,MEX,https://ailla.utexas.org/languages/595,,ailla:280082,2,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/664,2005.0,2009.0,2,1,2021.0,2021.0,,
155,Pipil,pipil,pipil,Nawat,"Nicarao, Nahuat",ppl,Uto-Aztecan,225.0,azc,El Salvador,SLV,https://ailla.utexas.org/languages/155,,ailla:119645,3,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1265; https://ailla.utexas.org/collections/1602,1970.0,1988.0,19,18,2008.0,2022.0,,
161,Piratapuyo,piratapuyo,piratapuyo,,"Wa'ikhana, Pira-Tapuya, Uaiana, Uaicana, Uaikena, Uainana, Waikhara, Waikino, Waina",pir,Tukanoan,275.0,sai,Brazil; Colombia,BRA; COL,https://ailla.utexas.org/languages/161,"Wa'ikhana is an endangered Eastern Tukanoan language. Originally, it was spoken along the Papuri river, both on Brazilian and Colombian sides. Nowadays, many traditionally communities were abandoned and speakers moved to nearby towns. The exact number of speakers of the language is unknown due to this dispersal of the Wa'ikhana population.
(Kristina Balykova, 2021)",ailla:119651,4,https://ailla.utexas.org/collections/663; https://ailla.utexas.org/collections/405; https://ailla.utexas.org/collections/414; https://ailla.utexas.org/collections/984,1978.0,2021.0,33,28,2008.0,2022.0,,
570,Pisamira,pisamira,pisamira,,Pápiwa,tuo,Tukanoan,275.0,sai,Colombia,COL,https://ailla.utexas.org/languages/570,"Pisamira is identified as a dialect of Tukano [tuo] in the ISO 639-3 classification, however the scholarly consensus is that Pisamira is a distinct Tukanoan language not particularly close to Tukano. 

María Stella González de Pérez. 2000. Bases para el estudio del la lengua Pisamira. In González de Pérez, María Stella and Rodríguez de Montes, María Luisa (eds.), Lenguas indígenas de Colombia: una visión descriptiva, 373-394. Santafé de Bogotá: Instituto Caro y Cuervo.
Thiago Chacon. 2014. A revised proposal of Proto-Tukanoan consonants and Tukanoan family classification"" International Journal of American Linguistics, vol. 80(3), pp. 275-322",ailla:274706,4,https://ailla.utexas.org/collections/481; https://ailla.utexas.org/collections/405; https://ailla.utexas.org/collections/1821; https://ailla.utexas.org/collections/984,,,0,0,,,,
489,Pohnpeian,pohnpeiana,pohnpeiana,Pohnpei,Ponapean,pon,,,,,,https://ailla.utexas.org/languages/489,,ailla:254634,0,,1977.0,1977.0,1,1,2017.0,2017.0,,
821,Polish,polaco,polonesa,język polski‎,,pol,Indo-European,2.0,ine,Poland,POL,https://ailla.utexas.org/languages/821,Polish,,0,,,,0,0,,,,
413,Pomoan,pomo,pomo,,Pomo,nai,North American Indigenous Languages,557.0,nai,United States of America,USA,https://ailla.utexas.org/languages/413,This is a small language family of native Californian languages.,ailla:245206,3,https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663,,,1,1,2017.0,2017.0,,
261,"Popoloca, San Felipe Otlaltepec",popoloca de San Felipe Otlaltepec,popoloca de San Felipe Otlaltepec,Ngiba,Western Popoloca,pow,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/261,,ailla:119755,2,https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1701,1983.0,2009.0,18,18,2012.0,2017.0,,
303,Popolocan,popolocano,popolocana,,,omq,Otomanguean,6.0,omq,Mexico,MEX,https://ailla.utexas.org/languages/303,,ailla:119797,23,https://ailla.utexas.org/collections/1201; https://ailla.utexas.org/collections/1263; https://ailla.utexas.org/collections/671; https://ailla.utexas.org/collections/684; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/1663; https://ailla.utexas.org/collections/783; https://ailla.utexas.org/collections/801; https://ailla.utexas.org/collections/519; https://ailla.utexas.org/collections/302; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/1701; https://ailla.utexas.org/collections/723; https://ailla.utexas.org/collections/550; https://ailla.utexas.org/collections/550; https://ailla.utexas.org/collections/670,1983.0,1989.0,5,5,2014.0,2017.0,,
